3.3799 	WARNING 	Speech-to-text recognition module for PocketSphinx is not available (use command `pip install SpeechRecognition` to get it). Transcription will be unavailable using that service this session.
3.3820 	WARNING 	Speech-to-text recognition using Google online services is not available (use command `pip install google-api-core google-auth google-cloud google-cloud-speech googleapis-common-protos` to get it). Transcription will be unavailable using that service this session.
3.7015 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
30.8594 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018D8EEE8490>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018D8EEE84F0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018D8EEE86A0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000018D9023B6A0>, multiSample=False, name='window1', numSamples=2, pos=(460, 240), screen=0, size=array([1000,  600]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
30.8596 	EXP 	window1: mouseVisible = True
30.8597 	EXP 	window1: backgroundImage = None
30.8598 	EXP 	window1: backgroundFit = 'cover'
30.8599 	EXP 	window1: mouseVisible = True
30.8599 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
30.8600 	EXP 	window1: recordFrameIntervals = False
31.0226 	EXP 	window1: recordFrameIntervals = True
31.2064 	EXP 	Screen (0) actual frame rate measured at 59.99Hz
31.2065 	EXP 	window1: recordFrameIntervals = False
31.3008 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
